Collection Name,Title#1,Subtitle#1,Name Display Form#1,Name Role Term Text#1,Name Display Form#2,Name Role Term Text#2,Type of Resource#1,Date Created#1,Date Created Encoding#1,Date Captured#1,Date Created#2,Date Created Encoding#2,Language Term#1,Language Term#2,Form#1,Form Authority#1,Form Type#1,Digital Origin#1,Abstract#1,Note#1,Subject Topic#1,Subject Authority#1,Subject Geographic#1,Subject Geographic Authority#1,Subject Temporal#1,Subject Temporal Authority#1,Subject Name#1,Subject Topic#2,Subject Authority#2,Subject Geographic#2,Subject Geographic Authority#2,Subject Temporal#2,Subject Temporal Authority#2,Subject Name#2,Subject Geographic Code#2,Subject Topic#3,Subject Authority#3,Subject Geographic#3,Subject Geographic Authority#3,Subject Temporal#3,Subject Temporal Authority#3,Subject Name#3,Related Item#1,Related Item Type#1,Related Item Identifier#1,Identifier#1,Physical Location#1,Physical Location Type#1,Access Condition,Scanning technician#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
Don Campbell Papers,"Letter: Don Campbell to Nadia Boulanger in March, 1976",,"Campbell, Don G., 1946-",author,,,text,3/1/1976,iso8601,,,,English,,letters (correspondence),aat,material,reformatted digital,Don Campbell expresses the deep gratitude and motivation that stemmed from his studies with Nadia Boulanger (feelings which motivate his proposed biography of her). He is leaving his position in Japan and wil be in Europe by July.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,,,,,,,,Campbell01_03_004,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",540828,,amrc_campbell_1_3_DCNBcorrespondence.pdf
Don Campbell Papers,"Letters: April, 1976: Don Campbell to Nadia Boulanger and Nadia Boulanger's reply",,"Boulanger, Nadia",author,"Campbell, Don G., 1946- G., 1946-",author,text,1976-04-14/1976-04-20,iso8601,,,,English,,letters (correspondence),aat,material,reformatted digital,Don Campbell expresses sorrow regarding Boulanger's failing health. He has changed his mind and will not leave Japan unless the biography of Boulanger materializes. He asks to meet with her in Paris in July to discuss the biography proposal. Boulanger replies that due to time constraints at Fontainebleau she may or may not have time to meet with Campbell personally.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell01_03_005,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",540840,,amrc_campbell_1_3_DCNBcorrespondence.pdf
Don Campbell Papers,"Letters: May, 1976: Don Campbell to Nadia Boulanger and Nadia Boulanger's reply",,"Boulanger, Nadia",author,"Campbell, Don G., 1946- G., 1946-",author,text,1976-05-06/1976-05-13,iso8601,,,,English,,letters (correspondence),aat,material,reformatted digital,"Don Campbell anticipates meeting with Nadia Boulanger regardless of the nature of the meeting. He does hope to have sufficient time for her to see his proposal and to decide whether or not to go forward with her biography. He provides further information on his travel plans for the summer. Boulanger replies that she is still reluctant to commit to meet, due to her schedule.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell01_03_006,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",540852,,amrc_campbell_1_3_DCNBcorrespondence.pdf
Don Campbell Papers,"Letter: November, 1977: Nadia Boulanger to Don Campbell",,"Boulanger, Nadia",author,,,text,11/8/1977,iso8601,,,,English,,letters (correspondence),aat,material,reformatted digital,"Writing from Fontainebleau, Nadia Boulanger expresses her desire to see Don Campbell again. She hopes that the biography is progressing.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Campbell, Don G., 1946-",,,,,,,,,,,,,,,,,,,Campbell01_03_007,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",540864,,amrc_campbell_1_3_DCNBcorrespondence.pdf
Don Campbell Papers,Handwritten Letter: A. Dieudonné to Don Campbell,,"Dieudonné, Annette",author,,,text,9/20/1989,iso8601,,,,English,,letters (correspondence),aat,material,reformatted digital,"A. Dieudonné congratulates Don Campbell on his biography of Nadia Boulanger, stating that it will be valuable as opposition to an ""awful book"" on Boulanger. Dieudonné requests that Campell allow his book to be placed in the ""Fondation Internationale Nadia et Lili Boulanger."" Dieudonné also requests that the Pastoral Press send a complimentary copy to Cécile Armagnac as well.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,,,,,,,,Campbell01_04_001,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",540876,,amrc_campbell_1_4_opt.pdf
Don Campbell Papers,"Boulanger: July 16-20, 76, Fontainebleau","Don Campbell's Journal, handwritten: July 16-20, 1976, Fontainebleau","Campbell, Don G., 1946-",author,,,text,1976-07-16/1976-07-20,iso8601,,,,English,,diaries,aat,material,reformatted digital,"Although the title reads ""July 16-20,"" the entries start on July 20 and end on August 16. These are largely reflections by Don Campbell on his visit to Fontainebleau July 16-20. He notes various activities he attended and miscellaneous information on Boulanger. These appear to be Campbell's preliminary notes for the biography of Boulanger.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,,,,,,,,Campbell01_07,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",540888,,amrc_campbell_1_7.pdf
Don Campbell Papers,Genealogy,,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Nadia Boulanger's genealogy, traced back to Nina Juliette Boulanger, b. 1751.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,,,,,,,,Campbell02_01_001,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",540900,,amrc_campbell_2_1_BioNotes.pdf|amrc_campbell_1_2_doc2_001.pdf
Don Campbell Papers,Note card with various handwritten names and dates,,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"No explanation given. The card includes names such as Guilement, Charles Bordes, André, Fauré, César.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_01_002,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",540911,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,Note card with no title given,,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Text in its entirety: Dupré, Olivier Messiaen-Trent 31-? Ballu Sir John Barbirolli",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_01_003,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",540922,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,The Apostle of Music NB,,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Only text here reads, ""Biography Notes.""",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,,,,,,,,Campbell02_01_004,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",540933,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,NB Unassuming dignity,,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Only text is the title.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,,,,,,,,Campbell02_01_005,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",540944,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,NB,,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Don Campbell's recollection of Nadia Boulanger's disposition.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,,,,,,,,Campbell02_01_006,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",540955,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,NB,,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,A short reflection on Nadia Boulanger's pedagogy and personality.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,,,,,,,,Campbell02_01_007,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",540966,,amrc_campbell_2_1_BioNotes.pdf
Don Campbell Papers,bio,,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Quotes by David Noakes and note that Louis XV wing of the Palais Fontainebleau was the Salle des Colonnes.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Château de Fontainebleau (Fontainebleau, France)",,,,,,,,,,,,Campbell02_01_008,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",540977,,amrc_campbell_2_1_BioNotes.pdf
